,Mass,RT,FORMULA,Isomers,Putative metabolite,confidence,Map,Pathway,max intensity,Fold change rings,Fold change schizonts,Fold change trophs,urbcs,ttest: rings,ttest: schizonts,ttest: trophs,ttest: urbcs,Mean: rings,Mean: schizonts,Mean: trophs,Mean: urbcs,SD: rings,SD: schizonts,SD: trophs,SD: urbcs,RSD: rings,RSD: schizonts,RSD: trophs,RSD: urbcs,Fisher: rings,Fisher: schizonts,Fisher: trophs,Fisher: urbcs,PeakID
335,102.031625203283,12.6844038067442,C4H6O3,7,Acetoacetate,6.0,Lipid Metabolism,"Synthesis and degradation of ketone bodies__Valine, leucine and isoleucine degradation__Tyrosine metabolism__Propanoate metabolism__Styrene degradation__Butanoate metabolism",754947,0.50279625891153,0.26356491591463,0.251043368293882,1,0.258064319257067,0.145575148385082,0.144756068841287,1.0,236954.4375,124211.1,118310.029296875,471273.270833333,116741.009656921,58227.599001198,19988.5409105182,262610.566918863,0.492672814607749,0.468779352257552,0.168950519489443,0.557236285551479,0.664771426505859,1.66474389786432,1.79608033517421,0.0,n1629
322,488.107519285399,14.8577274068197,C14H26N4O11P2,1,CDP-choline,8.0,Lipid Metabolism,Glycerophospholipid metabolism,1219639,0.697245918644218,3.14352980517986,1.4302589470946,1,0.597976941791997,0.0231541735433008,0.497037164807859,1.0,221796.93359375,999970.3875,454971.5390625,318104.3125,97973.5794139108,211454.596724033,199493.965253226,263079.937699671,0.441726482988093,0.211460858608708,0.438475702599545,0.8270241155554,0.11768970738558,4.08115002747433,0.171845036780901,0.0,p1184
318,446.060588400948,16.0508916727702,C11H20N4O11P2,1,CDP-ethanolamine,6.0,Lipid Metabolism,Glycerophospholipid metabolism,1248247,0.687174901243581,5.87862841771354,2.69560935302792,1,0.34928467176238,0.00399178330805188,0.059129776438299,1.0,92681.9453125,792873.425,363567.29296875,134873.880208333,19532.9902767657,266798.218039611,160800.608774967,60306.2881134109,0.210752916448887,0.336495346706331,0.442285683791661,0.44713096427758,0.44300356613168,5.78687755683238,1.77328395941836,0.0,n684
331,472.112587475675,13.7779966227214,C14H26N4O10P2,2,CMP-N-trimethyl-2-aminoethylphosphonate,5.0,Lipid Metabolism,Aminophosphonate metabolism,4339091,0.576441127887683,0.598709758524277,0.484800899445374,1,0.262139278810119,0.270101378481101,0.184229059961371,1.0,1676054.69921875,1740802.75625,1409602.44921875,2907590.41666667,1025705.20876214,848274.72889202,879314.073078297,1344337.29357634,0.611975975032464,0.487289399012301,0.623802883973168,0.462354424430081,0.530435012825511,0.538778914764872,0.869608063267623,0.0,p1138
511,619.590606151826,3.7788133239746,C40H77NO3,4,Cer(d40:2),5.0,Lipids: Sphingolipids,Ceramides,473017,1.28639058112769,0.976106147054379,1.43722329095733,1,0.541808906129558,0.941441207961917,0.211070890869171,1.0,296172.43359375,224734.025,330899.4375,230235.231770833,166151.120601348,93895.7824600979,59467.3386968856,98179.6257509418,0.560994548294971,0.417808484763702,0.179714233261232,0.426431806269623,0.116731479321389,0.00163978319157957,0.769094370591003,0.0,n1516
326,449.314782148551,4.18186248779297,C26H43NO5,5,Chenodeoxyglycocholate,7.0,Lipid Metabolism,Bile acid biosynthesis,261818,0.843055647288653,2.05242290990147,0.907664199387448,1,0.230292943626447,0.0194941922096622,0.426751252773238,1.0,79378.115234375,193246.3921875,85461.349609375,94155.25,11409.7428076331,60930.4079980832,7623.42473863158,14840.9299855665,0.143739149940059,0.315299071348068,0.0892031868613891,0.157621906219425,0.623121096889427,2.49672874304217,0.271523354700838,0.0,n2645
530,466.311850809827,3.4583826276991,C27H46O4S,1,Cholesterolsulfate,5.0,Lipids: Sterol lipids,0,2846775,1.03292350379694,0.921098299677887,1.11752541495113,1,0.801390960820792,0.477300754049518,0.457766938935821,1.0,2111687.9375,1883074.75,2284646.375,2044379.79166667,432066.894490713,374327.283942443,527517.402134379,227367.6009781,0.204607360215464,0.198785143257029,0.23089674091658,0.111215930574593,0.019005066650018,0.135646602779524,0.174948995004058,0.0,n148
316,183.066093629538,14.3819266764323,C5H14NO4P,1,Choline phosphate,10.0,Lipid Metabolism,"Glycerophospholipid metabolism__Glycine, serine and threonine metabolism",72207344,1.64229057947076,14.5597463291071,7.54040938478159,1,0.344768935177545,0.027897131553128,0.015409113729253,1.0,4525783.9375,40123390.4,20779674.5,2755775.375,1314920.62893352,24933736.6362002,7998967.74381901,2465705.26590812,0.290539859412704,0.621426464404667,0.38494191734423,0.894741018544778,0.401209266740765,2.22428054059744,4.63668513534303,0.0,p391
317,172.146311711895,3.84964513778685,C10H20O2,24,Decanoic acid,10.0,Lipid Metabolism,Fatty acid biosynthesis,1285475,3.35192289859479,2.47875508571996,3.12380620464909,1,0.0974123030458662,0.113803546692542,0.149772330142581,1.0,814433.67578125,602275.671875,759007.0078125,242975.0625,483277.476270323,397920.980931776,537274.773387411,67499.4738973059,0.593390831741745,0.660695756966194,0.707865366007445,0.277804121965422,1.37146874774455,0.792505087309226,0.908153061365384,0.0,n1972
522,315.277546448085,3.8282224682794,C18H37NO3,4,Dehydrophytosphingosine,5.0,Lipids: Sphingolipids,Sphingoid bases,310938,0.550127265648944,0.549686056907891,0.572269730432384,1,0.1984122432409,0.135410691498277,0.146485249764798,1.0,106644.125976563,106558.59609375,110936.521484375,193853.5546875,93057.8205156598,75085.3491207703,60558.3424688392,62318.6561219894,0.872601464576787,0.704639061260815,0.545882831537752,0.321472857294001,0.606334878265185,0.800343452086942,0.910515188176141,0.0,p642
328,200.177611931456,3.7323319223192,C12H24O2,15,Dodecanoic acid,10.0,Lipid Metabolism,Fatty acid biosynthesis,7565500,1.30035877327367,0.643309879514832,0.796026586618616,1,0.732471882181668,0.673430530253932,0.809607151548502,1.0,4012871.875,1985236.825,2456516.4375,3085972.85416667,1995167.31524201,744177.220839921,1330707.57090137,3883485.09196218,0.497191880875093,0.37485564012743,0.541705136015956,1.2584313846827,0.0450705632102585,0.0774928015732534,0.02351114164481,0.0,n1002
345,226.192967985754,3.68951108720567,C14H26O2,37,FA (14:1) tetradecenoic acid,5.0,Lipids: Fatty Acyls,Fatty Acids and Conjugates,450029,1.14545285334716,1.0752701892561,1.61878334065022,1,0.736534496584487,0.784777417418432,0.32953215074108,1.0,170845.271484375,160377.4671875,241442.91796875,149150.854166667,106245.63488378,57705.2332404743,154603.655860012,50424.0154875313,0.621882209327034,0.359808857518682,0.640332121400317,0.338073930379143,0.0340291662106077,0.02146230233144,0.322097423030551,0.0,n1859
366,270.255890145182,3.61185346179538,C17H34O2,31,FA (17:0),5.0,Lipids: Fatty Acyls,Fatty Acids and Conjugates,2981947,0.829078025359886,0.656330664651963,0.935232246214051,1,0.33077659011556,0.0888101142414329,0.723009571401454,1.0,1966486.4375,1556747.75,2218273.15625,2371895.5,493292.84901684,614634.504919292,599174.562210044,482820.408981888,0.250849860751628,0.394819587771552,0.27010855742534,0.203558887388541,0.344958214361117,1.08769931406231,0.0398561054967903,0.0,n663
