	RBC1	RBC2	RBC3	Ring 1	Ring 2	Ring 3	Trophozoite 1	Trophozoite 2	Trophozoite 3	Schizont 1	Schizont 2	Schizont 3
SM	1555.75	1450.625	2389.125	25495.0	28147.500000000004	24502.500000000004	7509.6129837703	4829.96254681648	5789.138576779025	4753.159851301115	5185.130111524164	4852.044609665428
CE	687.25	1232.6250000000002	677.6250000000001	5422.5	2070.0	10802.5	329.58801498127343	77.15355805243446	3853.9325842696635	131.22676579925653	168.4014869888476	239.4052044609666
DG	146.5	0.0	251.5	5110.000000000001	6140.0	5887.5	4441.448189762809	4714.606741573034	5963.670411985018	12248.698884758365	17113.75464684015	8605.204460966543
FC	3241.8750000000005	3554.75	4430.75	63409.99999999999	60175.0	66607.5	22656.679151061162	14607.490636704119	15239.700374531834	12528.25278810409	19199.628252788105	16872.8624535316
PC	1341.125	1464.8750000000002	2191.375	56842.50000000001	49832.5	49652.5	25268.41448189764	27801.87265917603	32662.921348314612	56195.91078066915	91018.58736059481	43435.68773234201
PE	416.50000000000006	356.87500000000006	894.0	37777.50000000001	27087.5	25367.5	11422.72159800251	13002.247191011238	17082.771535580527	21999.25650557621	36286.98884758364	14434.200743494423
PG	0.0	0.0	0.0	1165.0	810.0000000000001	0.0	856.9288389513109	1172.6591760299625	1577.9026217228468	3705.2044609665427	5745.724907063197	1831.2267657992566
PS	267.25	278.875	412.50000000000006	9837.5	6407.5	4820.000000000001	3022.2222222222213	5416.85393258427	4652.434456928839	4741.263940520446	7476.579925650559	2619.330855018587
TG	0.0	0.0	319.37500000000006	5457.5	0.0	6155.000000000001	4525.343320848951	0.0	385.39325842696627	9606.691449814127	8231.226765799256	2607.434944237919
Neutral lipids	833.7500000000001	1232.6250000000002	1248.5	15990.0	8210.0	22845.0	9296.379525592996	4791.760299625468	10202.99625468165	21986.61710037175	25513.38289962825	11452.044609665429
Phospholipids	2024.8750000000002	2100.6250000000005	3497.875	105622.50000000001	84137.5	79840.00000000001	40570.28714107379	47393.63295880151	55976.02996254682	86641.63568773236	140527.88104089219	62320.44609665428
Free cholesterol	3241.8750000000005	3554.75	4430.75	63409.99999999999	60175.0	66607.5	22656.679151061162	14607.490636704119	15239.700374531834	12528.25278810409	19199.628252788105	16872.8624535316
Sphingolipids	1619.7500000000002	1496.6250000000002	2481.8750000000005	26645.0	29370.0	25667.5	7891.136079900112	5140.074906367042	6096.6292134831465	5068.773234200743	5605.947955390336	5168.029739776953
total	7720.250000000001	8384.625	11659.000000000002	211667.49999999997	181892.5	194960.00000000003	80414.48189762808	71932.95880149814	87515.35580524344	126225.27881040893	190846.8401486989	95813.38289962827
% Neutral lipids	10.7995207409087	14.7010152511293	10.7084655630843	7.55430096731903	4.51365504350097	11.7177882642593	11.5605787741415	6.66142527634449	11.6585211370075	17.4185530090179	13.3685120905064	11.9524478346228
% Phospholipids	26.2281014215861	25.0532969572283	30.0015009863625	49.900197243318	46.2567175666946	40.951990151826	50.4514686704341	65.8858383534398	63.9613807742675	68.6404787569284	73.6338526387964	65.0435713786869
% Free cholesterol	41.9918396424986	42.3960522981052	38.0028304314264	29.9573623725891	33.0827274351609	34.1647004513746	28.1748742470347	20.3070899349686	17.4137444044063	9.92531203430463	10.0602285255699	17.6101312185242
% Sphingolipids	20.9805381950066	17.8496354935373	21.2872030191269	12.588139416774	16.1468999546435	13.16552113254	9.81307830838974	7.14564643524714	6.96635368431864	4.01565619974908	2.93740674512737	5.39384956816612
Phospholipids (total)	2024.8750000000002	2100.6250000000005	3497.875	105622.50000000001	84137.5	79840.00000000001	40570.28714107379	47393.63295880151	55976.02996254682	86641.63568773236	140527.88104089219	62320.44609665428
% PC	66.232483486635	69.7351978577804	62.6487510274095	53.8166583824469	59.2274550586837	62.19000501002	62.2830555623938	58.6616195541366	58.3516218820255	64.860168364326	64.7690598381038	69.6973312177139
% PE	20.5691709364776	16.9889913716156	25.5583747275131	35.766527018391	32.194324766008	31.7729208416834	28.1553876073952	27.4345864186311	30.5180119901509	25.3910909356148	25.8219141844347	23.1612603046969
% PG	0.0	0.0	0.0	1.10298468602807	0.962709849948002	0.0	2.1122079712464	2.47429686820872	2.81888984048817	4.27647104253731	4.08867255700757	2.93840445711695
% PS	13.1983455768875	13.275810770604	11.7928742450774	9.31382991313404	7.61551032536027	6.03707414829659	7.44934885896458	11.4294971590236	8.3114762873354	5.4722696575219	5.32035342045394	4.2030040204722
Neutral lipids (total)	833.7500000000001	1232.6250000000002	1248.5	15990.0	8210.0	22845.0	9296.379525592996	4791.760299625468	10202.99625468165	21986.61710037175	25513.38289962825	11452.044609665429
% CE	82.4287856071964	100.0	54.2751301561874	33.9118198874296	25.2131546894032	47.2860582184285	3.54533734422003	1.61012974831952	37.7725570809779	0.596848370079805	0.66005158018971	2.0905018502889
% DAG	17.5712143928036	0.0	20.1441730076091	31.9574734208881	74.7868453105968	25.7715036112935	47.7761065749893	98.3898702516805	58.4501872109243	55.7097930474773	67.0775597033411	75.1412062585211
% TAG	0.0	0.0	25.5806968362034	34.1307066916823	0.0	26.942438170278	48.6785560807907	0.0	3.77725570809779	43.6933585824429	32.2623887164692	22.76829189119
Sphingolipids (total)	1619.7500000000002	1496.6250000000002	2481.8750000000005	26645.0	29370.0	25667.5	7891.136079900112	5140.074906367042	6096.6292134831465	5068.773234200743	5605.947955390336	5168.029739776953
% Cer	3.17178576940886	2.09638352960828	2.67438932258877	3.30268343028711	3.46441947565543	4.00311678192266	3.87292747753449	4.28446517050423	3.23749846418479	4.12907957462413	3.97214854111406	3.52467270896274
% DHSM	0.779441271801204	0.977198697068404	1.06270460841098	1.01332332520173	0.69799114742935	0.535696892958021	0.961903556511834	1.74876129408336	1.80611868779948	2.0975430876421	3.53448275862069	2.58955545964609
% SM	96.0487729587899	96.9264177733233	96.2629060690002	95.6839932445111	95.8375893769152	95.4611863251193	95.1651689659537	93.9667735354124	94.9563828480157	93.7733773377338	92.4933687002653	93.8857718313911
